v1,v2,v3,v4,v5,v6
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(ccl-1):::1589321449.22!!KRI(identifier):(ccl-1):::1589321449.22!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.25
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(ccl-1):::1589321449.22!!KRI(identifier):(ccl-1):::1589321449.22!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.24
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(cce-1):::1589321449.27!!KRI(identifier):(cce-1):::1589321449.27!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(cce-1):::1589321449.27!!KRI(identifier):(cce-1):::1589321449.27!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.29
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(cce-1):::1589321449.27!!KRI(identifier):(cce-1):::1589321449.27!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.28
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(cce-1):::1589321449.27!!KRI(identifier):(cce-1):::1589321449.27!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.31
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(cce-1):::1589321449.27!!KRI(identifier):(cce-1):::1589321449.27!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.32
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(cce-1):::1589321449.27!!KRI(identifier):(cce-1):::1589321449.27!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.27
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(cce-1):::1589321449.27!!KRI(identifier):(cce-1):::1589321449.27!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.3
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(ccf-1):::1589321449.17!!KRI(identifier):(ccf-1):::1589321449.17!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(ccf-1):::1589321449.17!!KRI(identifier):(ccf-1):::1589321449.17!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.18
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(ccf-1):::1589321449.17!!KRI(identifier):(ccf-1):::1589321449.17!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.19
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(ccf-1):::1589321449.17!!KRI(identifier):(ccf-1):::1589321449.17!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.17
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(ccf-1):::1589321449.17!!KRI(identifier):(ccf-1):::1589321449.17!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.21
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(ccf-1):::1589321449.17!!KRI(identifier):(ccf-1):::1589321449.17!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.22
PConcordia,KRI(pickup):(7):::1589321449.13,CHAIN,KRI(identifier):(ccf-1):::1589321449.17!!KRI(identifier):(ccf-1):::1589321449.17!!KRI(pickup):(7):::1589321449.13!!KRI(pickup):(6):::1589321449.1!!KRI(identifier):(abc):::1589321449.08!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.2
PConcordia,KRI(identifier):(v):::1589321449.38,CHAIN,KRI(pickup):(22):::1589321449.39!!KRI(pickup):(22):::1589321449.39!!KRI(identifier):(v):::1589321449.38!!KRI(name):(employer-contacts):!!0,,
PConcordia,KRI(identifier):(v):::1589321449.38,CHAIN,KRI(pickup):(22):::1589321449.39!!KRI(pickup):(22):::1589321449.39!!KRI(identifier):(v):::1589321449.38!!KRI(name):(employer-contacts):!!0,,1589321449.4
PConcordia,KRI(identifier):(v):::1589321449.38,CHAIN,KRI(pickup):(22):::1589321449.39!!KRI(pickup):(22):::1589321449.39!!KRI(identifier):(v):::1589321449.38!!KRI(name):(employer-contacts):!!0,,1589321449.41
PConcordia,KRI(identifier):(v):::1589321449.38,CHAIN,KRI(pickup):(22):::1589321449.39!!KRI(pickup):(22):::1589321449.39!!KRI(identifier):(v):::1589321449.38!!KRI(name):(employer-contacts):!!0,,1589321449.39
PConcordia,KRI(identifier):(sa):::1589321449.93,CHAIN,KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sa):::1589321449.93!!KRI(pickup):(32):::1589321449.56!!KRI(identifier):(Spqr):::1589321449.54!!KRI(pickup):(30):::1589321449.53!!KRI(name):(employer-contacts):!!0,,
PConcordia,KRI(identifier):(sa):::1589321449.93,CHAIN,KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sa):::1589321449.93!!KRI(pickup):(32):::1589321449.56!!KRI(identifier):(Spqr):::1589321449.54!!KRI(pickup):(30):::1589321449.53!!KRI(name):(employer-contacts):!!0,,1589321450.02
PConcordia,KRI(identifier):(sa):::1589321449.93,CHAIN,KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sa):::1589321449.93!!KRI(pickup):(32):::1589321449.56!!KRI(identifier):(Spqr):::1589321449.54!!KRI(pickup):(30):::1589321449.53!!KRI(name):(employer-contacts):!!0,,1589321450.01
PConcordia,KRI(identifier):(sa):::1589321449.93,CHAIN,KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sa):::1589321449.93!!KRI(pickup):(32):::1589321449.56!!KRI(identifier):(Spqr):::1589321449.54!!KRI(pickup):(30):::1589321449.53!!KRI(name):(employer-contacts):!!0,,1589321450.0
PConcordia,KRI(identifier):(sa):::1589321449.93,CHAIN,KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sa):::1589321449.93!!KRI(pickup):(32):::1589321449.56!!KRI(identifier):(Spqr):::1589321449.54!!KRI(pickup):(30):::1589321449.53!!KRI(name):(employer-contacts):!!0,,1589321449.97
PConcordia,KRI(identifier):(sa):::1589321449.93,CHAIN,KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sa):::1589321449.93!!KRI(pickup):(32):::1589321449.56!!KRI(identifier):(Spqr):::1589321449.54!!KRI(pickup):(30):::1589321449.53!!KRI(name):(employer-contacts):!!0,,1589321449.98
PConcordia,KRI(identifier):(sa):::1589321449.93,CHAIN,KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sad):::1589321449.97!!KRI(identifier):(sa):::1589321449.93!!KRI(pickup):(32):::1589321449.56!!KRI(identifier):(Spqr):::1589321449.54!!KRI(pickup):(30):::1589321449.53!!KRI(name):(employer-contacts):!!0,,1589321449.99
PConcordia,KRI(identifier):(an-c):::1589321449.32,CHAIN,KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(an-c):::1589321449.32!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,
PConcordia,KRI(identifier):(an-c):::1589321449.32,CHAIN,KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(an-c):::1589321449.32!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.34
PConcordia,KRI(identifier):(an-c):::1589321449.32,CHAIN,KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(an-c):::1589321449.32!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.36
PConcordia,KRI(identifier):(an-c):::1589321449.32,CHAIN,KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(an-c):::1589321449.32!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.37
PConcordia,KRI(identifier):(an-c):::1589321449.32,CHAIN,KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(ccad):::1589321449.34!!KRI(identifier):(an-c):::1589321449.32!!KRI(identifier):(100):::1589321449.06!!KRI(name):(employer-contacts):!!0,,1589321449.35
